,load_MW,solar_cf,wind_cf
2249,36321,0.456,0.424
2250,36469,0.248,0.417
2251,36783,0.047,0.416
2252,38157,0,0.413
2253,37727,0,0.455
2254,36011,0,0.374
2255,33678,0,0.561
2256,31833,0,0.573
2257,30668,0,0.454
2258,30019,0,0.576
2259,29898,0,0.217
2260,30428,0,0.058
2261,31901,0,0.096
2262,34611,0,0.244
2263,36093,0,0.384
2264,37048,0.109,0.568
2265,38263,0.332,0.653
2266,39192,0.532,0.638
2267,39994,0.676,0.629
2268,40619,0.766,0.602
2269,41196,0.726,0.631
2270,42033,0.696,0.717
2271,42793,0.462,0.807
2272,43763,0.555,0.811
2273,43884,0.416,0.79
2274,43339,0.241,0.817
2275,42735,0.046,0.834
2276,43378,0,0.829
2277,42168,0,0.831
2278,39562,0,0.773
2279,36789,0,0.823
2280,34519,0,0.335
2281,33111,0,0.757
2282,32303,0,0.773
2283,31902,0,0.287
2284,32266,0,0.061
2285,33749,0,0.066
2286,36451,0,0.024
2287,37962,0,0
2288,38697,0.122,0
2289,39870,0.365,0
2290,41054,0.57,0
2291,42422,0.708,0
2292,43635,0.794,0
2293,45015,0.83,0
2294,46190,0.82,0
2295,47210,0.76,0.456
2296,47957,0.642,0.424
2297,48025,0.479,0.557
2298,47263,0.264,0.571
2299,46453,0.05,0.631
2300,46660,0,0.534
2301,45274,0,0.73
2302,42585,0,0.675
2303,39576,0,0.685
2304,37123,0,0.364
2305,35518,0,0.22
2306,34584,0,0.448
2307,34081,0,0.177
2308,34286,0,0.114
2309,35567,0,0.14
2310,38068,0,0.092
2311,39458,0,0.075
2312,40055,0.104,0.091
2313,41041,0.29,0.132
2314,41779,0.475,0.515
2315,42546,0.543,0.528
2316,43686,0.699,0.352
2317,44964,0.832,0.254
2318,45843,0.744,0.244
2319,46859,0.689,0.182
2320,47620,0.596,0.138
2321,47571,0.335,0.658
2322,46716,0.145,0.581
2323,45173,0.036,0.79
2324,44635,0,0.794
2325,43051,0,0.823
2326,39966,0,0.263
2327,36591,0,0.463
2328,34032,0,0.749
2329,32386,0,0.769
2330,31362,0,0.717
2331,30897,0,0.329
2332,31230,0,0.292
2333,32711,0,0.139
2334,35404,0,0.06
2335,36838,0,0.103
2336,37581,0.044,0.488
2337,38732,0.128,0.767
2338,40018,0.332,0.8
2339,41711,0.576,0.782
2340,43437,0.648,0.779
2341,45560,0.694,0.821
2342,47524,0.457,0.817
2343,49311,0.531,0.594
2344,50787,0.499,0.668
2345,51163,0.354,0.693
2346,50307,0.207,0.832
2347,48922,0.05,0.834
2348,48340,0,0.834
2349,46397,0,0.784
2350,43350,0,0.301
2351,40144,0,0.34
2352,37587,0,0.35
2353,35907,0,0.344
2354,34828,0,0.311
2355,34243,0,0.484
2356,34359,0,0.407
2357,35613,0,0.341
2358,38042,0,0.672
2359,39602,0,0.681
2360,40842,0.094,0.797
2361,42115,0.317,0.798
2362,43690,0.521,0.828
2363,45095,0.667,0.783
2364,46723,0.76,0.619
2365,48635,0.797,0.411
2366,50282,0.785,0.249
2367,51823,0.722,0.602
2368,52800,0.613,0.821
2369,52680,0.453,0.826
2370,51505,0.247,0.774
2371,49813,0.05,0.613
2372,48855,0,0.353
2373,47051,0,0.304
2374,44354,0,0.53
2375,41037,0,0.764
2376,38334,0,0.658
2377,36189,0,0.719
2378,34677,0,0.621
2379,33648,0,0.724
2380,32946,0,0.608
2381,32855,0,0.419
2382,33596,0,0.379
2383,34250,0,0.238
2384,35447,0.119,0.152
2385,36720,0.253,0.105
2386,37776,0.527,0.035
2387,38654,0.466,0.02
2388,39536,0.111,0
2389,40430,0.609,0
2390,41375,0.676,0
2391,42352,0.625,0
2392,43199,0.593,0.032
2393,43655,0.437,0.161
2394,42936,0.238,0.132
2395,41393,0.05,0.15
2396,40782,0,0.104
2397,39378,0,0.107
2398,37494,0,0.06
2399,35481,0,0.035
2400,33653,0,0.02
2401,32428,0,0.054
2402,31490,0,0.058
2403,31029,0,0.017
2404,30773,0,0.022
2405,30999,0,0.026
2406,31649,0,0.062
2407,32319,0,0.143
2408,33745,0.128,0.164
2409,35002,0.358,0.177
2410,36238,0.551,0.09
2411,37297,0.683,0.072
2412,38629,0.77,0.045
2413,40103,0.808,0.027
2414,42026,0.464,0
2415,44274,0.739,0
2416,46155,0.628,0.027
2417,47455,0.464,0
2418,47044,0.252,0.066
2419,45296,0.055,0.481
2420,44873,0,0.696
2421,43529,0,0.546
2422,40824,0,0.484
2423,37674,0,0.118
2424,35146,0,0.004
2425,33379,0,0
2426,32477,0,0.089
2427,32129,0,0.093
2428,32511,0,0.058
2429,33863,0,0.108
2430,36294,0,0.09
2431,37637,0,0.133
2432,38785,0.126,0.22
2433,40126,0.177,0.401
2434,41439,0.152,0.573
2435,43049,0.211,0.516
2436,44819,0.143,0.144
2437,46882,0.318,0.17
2438,48989,0.173,0.382
2439,50804,0.04,0.187
2440,52066,0.114,0.416
2441,52486,0.222,0.326
2442,51489,0.067,0.128
2443,49728,0.018,0.147
2444,49167,0,0.143
2445,47237,0,0.275
2446,44148,0,0.679
2447,40718,0,0.686
2448,37961,0,0.417
2449,36195,0,0.558
2450,35015,0,0.428
2451,34432,0,0.08
2452,34637,0,0.19
2453,35889,0,0.086
2454,38416,0,0.037
2455,39649,0,0.097
2456,40117,0.127,0.286
2457,40934,0.085,0.306
2458,41902,0.306,0.301
2459,42758,0.411,0.594
2460,43874,0.536,0.673
2461,45319,0.782,0.761
2462,46664,0.762,0.396
2463,47926,0.699,0.406
2464,48906,0.592,0.027
2465,48964,0.444,0.43
2466,48099,0.248,0.639
2467,47351,0.052,0.563
2468,47294,0,0.667
2469,45881,0,0.756
2470,43114,0,0.724
2471,39872,0,0.722
2472,37426,0,0.772
2473,35640,0,0.782
2474,34592,0,0.791
2475,33986,0,0.453
2476,34217,0,0.212
2477,35464,0,0.715
2478,38033,0,0.741
2479,39520,0,0.75
2480,40130,0.131,0.741
2481,41015,0.351,0.545
2482,41898,0.54,0.55
2483,42812,0.669,0.62
2484,43696,0.756,0.615
2485,44808,0.795,0.361
2486,45895,0.782,0.087
2487,46581,0.718,0.129
2488,46883,0.611,0.16
2489,46382,0.281,0.834
2490,45666,0.249,0.834
2491,45066,0.052,0.82
2492,45181,0,0.821
2493,43812,0,0.809
2494,41258,0,0.801
2495,38459,0,0.096
2496,36133,0,0.107
2497,34591,0,0.542
2498,33620,0,0.508
2499,33067,0,0.028
2500,33320,0,0
2501,34675,0,0
2502,37158,0,0
2503,38510,0,0
2504,39037,0.023,0
2505,39380,0.083,0.094
2506,40005,0.274,0.33
2507,40251,0.43,0.548
2508,40345,0.617,0.731
2509,40599,0.635,0.699
2510,40860,0.655,0.78
2511,40960,0.621,0.447
2512,40999,0.485,0.799
2513,41077,0.425,0.619
2514,41069,0.231,0.736
2515,40942,0.054,0.67
2516,41178,0,0.816
2517,40194,0,0.83
2518,38089,0,0.827
2519,35829,0,0.774
2520,34011,0,0.652
2521,32657,0,0.554
2522,32194,0,0.028
2523,31969,0,0
2524,32427,0,0
2525,33818,0,0
2526,36319,0,0.054
2527,37889,0,0.101
2528,38783,0.079,0.167
2529,39733,0.282,0.322
2530,40430,0.442,0.349
2531,40924,0.556,0.562
2532,41239,0.661,0.653
2533,41663,0.8,0.723
2534,41917,0.63,0.606
2535,41957,0.735,0.366
2536,42001,0.622,0.31
2537,41876,0.282,0.385
2538,41425,0.251,0.727
2539,41097,0.057,0.821
2540,41264,0,0.781
2541,40251,0,0.585
2542,38525,0,0.517
2543,36561,0,0.237
2544,34790,0,0.527
2545,33462,0,0.452
2546,32516,0,0.476
2547,32047,0,0.448
2548,31806,0,0.485
2549,32287,0,0.405
2550,33330,0,0.28
2551,34499,0,0.617
2552,36025,0.033,0.608
2553,37490,0.074,0.78
2554,38159,0.116,0.799
2555,37927,0.116,0.732
2556,37375,0.196,0.827
2557,36646,0.479,0.807
2558,36202,0.761,0.802
2559,35896,0.558,0.828
2560,35795,0.512,0.818
2561,35971,0.45,0.82
2562,35923,0.254,0.819
2563,36466,0.057,0.829
2564,37309,0,0.785
2565,36809,0,0.768
2566,35845,0,0.832
2567,34389,0,0.789
2568,33204,0,0.815
2569,32243,0,0.79
2570,31681,0,0.722
2571,31448,0,0.77
2572,31580,0,0.716
2573,32046,0,0.695
2574,32863,0,0.571
2575,33635,0,0.392
2576,34728,0.126,0.266
2577,35348,0.363,0.311
2578,35575,0.557,0.37
2579,35535,0.181,0.362
2580,35305,0.551,0.234
2581,34982,0.706,0.434
2582,34734,0.785,0.086
2583,34760,0.719,0.074
2584,35000,0.477,0.451
2585,35533,0.384,0.347
2586,35795,0.252,0.6
2587,36239,0.058,0.327
2588,37383,0,0.057
2589,37098,0,0.099
2590,35211,0,0.134
2591,33004,0,0.126
2592,31495,0,0.042
2593,30658,0,0.02
2594,30365,0,0.036
2595,30585,0,0
2596,31346,0,0
2597,33369,0,0
2598,36600,0,0.033
2599,38104,0.002,0.07
2600,38332,0,0.061
2601,38141,0,0.046
2602,38082,0.043,0.07
2603,38144,0.056,0.087
2604,38311,0.599,0.137
2605,38529,0.626,0.162
2606,38709,0.148,0.214
2607,39115,0.463,0.307
2608,39636,0.6,0.674
2609,39653,0.44,0.723
2610,39499,0.244,0.761
2611,39319,0.058,0.807
2612,39913,0,0.821
2613,39092,0,0.825
2614,36902,0,0.799
2615,34408,0,0.771
2616,32567,0,0.832
2617,31494,0,0.816
2618,30886,0,0.813
2619,30758,0,0.811
2620,31345,0,0.675
2621,33055,0,0.552
2622,36000,0,0.636
2623,37402,0.004,0.68
2624,37908,0.146,0.651
2625,38404,0.223,0.516
2626,38922,0.54,0.346
2627,39441,0.667,0.332
2628,40001,0.753,0.34
2629,40662,0.792,0.312
2630,41401,0.78,0.609
2631,42162,0.21,0.117
2632,42774,0.607,0.589
2633,43055,0.411,0.584
2634,42470,0.25,0.267
2635,41571,0.056,0.33
2636,41939,0,0.327
2637,40827,0,0.232
2638,38469,0,0.406
2639,35867,0,0.593
2640,33999,0,0.191
2641,33013,0,0.29
2642,32577,0,0.093
2643,32654,0,0
2644,33507,0,0
2645,35619,0,0
2646,38979,0,0
2647,40655,0.007,0
2648,40765,0.142,0
2649,40617,0.357,0
2650,40356,0.55,0
2651,39789,0.681,0
2652,39164,0.767,0.04
2653,38706,0.801,0.076
2654,38401,0.786,0
2655,38296,0.725,0.333
2656,38567,0.614,0.674
2657,38847,0.459,0.714
2658,38926,0.254,0.763
2659,38836,0.057,0.718
2660,39770,0,0.736
2661,38846,0,0.615
2662,36804,0,0.637
2663,34503,0,0.331
2664,32931,0,0.111
2665,32102,0,0.086
2666,31631,0,0.376
2667,31704,0,0.533
2668,32329,0,0.397
2669,34109,0,0.27
2670,37069,0,0.22
2671,38503,0.007,0.237
2672,38965,0.145,0.119
2673,39358,0.356,0.284
2674,39728,0.531,0.311
2675,39654,0.649,0.261
2676,39403,0.726,0.535
2677,39330,0.76,0.315
2678,39232,0.75,0.38
2679,39049,0.696,0.72
2680,39102,0.596,0.679
2681,39181,0.449,0.597
2682,39074,0.251,0.832
2683,39389,0.058,0.834
2684,39783,0,0.569
2685,38931,0,0.815
2686,37143,0,0.828
2687,34975,0,0.805
2688,33316,0,0.812
2689,32300,0,0.774
2690,31820,0,0.799
2691,31725,0,0.794
2692,32192,0,0.602
2693,33660,0,0.506
2694,36234,0,0.449
2695,37804,0.008,0.415
2696,38783,0.146,0.319
2697,39836,0.355,0.204
2698,40741,0.536,0.154
2699,41423,0.667,0.106
2700,41850,0.75,0.096
2701,42298,0.788,0.13
2702,42329,0.773,0.156
2703,42390,0.709,0.202
2704,42660,0.553,0.306
2705,42825,0.432,0.181
2706,42598,0.24,0.143
2707,42018,0.059,0.088
2708,42017,0,0.068
2709,41200,0,0.023
2710,39657,0,0.031
2711,37442,0,0.009
2712,35239,0,0.071
2713,33543,0,0.073
2714,32534,0,0.066
2715,32097,0,0.035
2716,32204,0,0
2717,32672,0,0
2718,33487,0,0
2719,34307,0.01,0
2720,36111,0.15,0
2721,38098,0.369,0
2722,39485,0.557,0
2723,40651,0.689,0
2724,41724,0.776,0.001
2725,42748,0.813,0.05
2726,43743,0.797,0.185
2727,44639,0.734,0.274
2728,45038,0.621,0.411
2729,45116,0.464,0.507
2730,44381,0.259,0.52
2731,42841,0.06,0.469
2732,42125,0,0.237
2733,40735,0,0.229
2734,38812,0,0.166
2735,36599,0,0.134
2736,34525,0,0.105
2737,33018,0,0.065
2738,31992,0,0.157
2739,31319,0,0.113
2740,31044,0,0.152
2741,31148,0,0.077
2742,31567,0,0.053
2743,32098,0.011,0.148
2744,33919,0.158,0.115
2745,35688,0.379,0.167
2746,37272,0.56,0.103
2747,38800,0.684,0.045
2748,40358,0.764,0.145
2749,41986,0.798,0.2
2750,43751,0.785,0.274
2751,45495,0.723,0.431
2752,46981,0.615,0.765
2753,47979,0.46,0.384
2754,47796,0.258,0.63
2755,46453,0.06,0.615
2756,45947,0,0.578
2757,44567,0,0.641
2758,41770,0,0.353
2759,38474,0,0.514
2760,35812,0,0.249
2761,34194,0,0.16
2762,33180,0,0.156
2763,32780,0,0.119
2764,33004,0,0.158
2765,34407,0,0.038
2766,36863,0,0.054
2767,38166,0.012,0.12
2768,39311,0.154,0.281
2769,40782,0.365,0.144
2770,42239,0.542,0.387
2771,43905,0.668,0.266
2772,45570,0.756,0.34
2773,47314,0.203,0.362
2774,48641,0.492,0.424
2775,49744,0.202,0.699
2776,50729,0.602,0.745
2777,50756,0.476,0.747
2778,49583,0.267,0.816
2779,48218,0.064,0.734
2780,48021,0,0.605
2781,46593,0,0.583
2782,43736,0,0.148
2783,40660,0,0.002
2784,38224,0,0
2785,36640,0,0
2786,35578,0,0
2787,35140,0,0
2788,35398,0,0.01
2789,36783,0,0.019
2790,39295,0,0.044
2791,40635,0.012,0.021
2792,41410,0.164,0.019
2793,42618,0.391,0.012
2794,44073,0.573,0
2795,45171,0.696,0
2796,45917,0.775,0
2797,46396,0.804,0.027
2798,46719,0.788,0.163
2799,47110,0.728,0.328
2800,47357,0.617,0.505
2801,47271,0.453,0.547
2802,46984,0.224,0.757
2803,46684,0.063,0.799
2804,47089,0,0.796
2805,46373,0,0.814
2806,44021,0,0.799
2807,41263,0,0.581
2808,38783,0,0.73
2809,37194,0,0.592
2810,36364,0,0.4
2811,35942,0,0.101
2812,36176,0,0.203
2813,37471,0,0.036
2814,39931,0,0.054
2815,41174,0.015,0.081
2816,42490,0.158,0.073
2817,44298,0.366,0.056
2818,46360,0.546,0.028
2819,48054,0.675,0.819
2820,49400,0.753,0.212
2821,50686,0.71,0.353
2822,51524,0.462,0.254
2823,52001,0.318,0.228
2824,52259,0.524,0.599
2825,52003,0.44,0.722
2826,51074,0.249,0.815
2827,50384,0.062,0.819
2828,50065,0,0.818
2829,48393,0,0.81
2830,45535,0,0.779
2831,42572,0,0.779
2832,40116,0,0.767
2833,38172,0,0.684
2834,36803,0,0.673
2835,36027,0,0.362
2836,35957,0,0.228
2837,37204,0,0.262
2838,39527,0,0.373
2839,40776,0.018,0.425
2840,41776,0.136,0.435
2841,43192,0.37,0.411
2842,44567,0.565,0.316
2843,45376,0.705,0.249
2844,45936,0.798,0.217
2845,46396,0.833,0.417
2846,46858,0.822,0.356
2847,46850,0.756,0.781
2848,46760,0.642,0.793
2849,46347,0.48,0.823
2850,45551,0.269,0.816
2851,44909,0.065,0.785
2852,44930,0,0.767
2853,43961,0,0.799
2854,41725,0,0.817
2855,39123,0,0.778
2856,36882,0,0.788
2857,35457,0,0.645
2858,34534,0,0.82
2859,34088,0,0.46
2860,34234,0,0.209
2861,35313,0,0.396
2862,37626,0,0.37
2863,39054,0.017,0.299
2864,39662,0.165,0.141
2865,40430,0.38,0.143
2866,41069,0.554,0.158
2867,41446,0.68,0.322
2868,41465,0.758,0.834
2869,41545,0.79,0.138
2870,41372,0.774,0.462
2871,41138,0.61,0.359
2872,40993,0.604,0.786
2873,40670,0.418,0.805
2874,40129,0.257,0.779
2875,39900,0.063,0.536
2876,40328,0,0.794
2877,39731,0,0.824
2878,38289,0,0.834
2879,36513,0,0.834
2880,34696,0,0.834
2881,33312,0,0.825
2882,32428,0,0.779
2883,31845,0,0.359
2884,31615,0,0.307
2885,31869,0,0.698
2886,32788,0,0.644
2887,33680,0.02,0.735
2888,35109,0.167,0.627
2889,36719,0.382,0.737
2890,38083,0.567,0.69
2891,39032,0.547,0.617
2892,39755,0.589,0.479
2893,40311,0.577,0.561
2894,40431,0.604,0.732
2895,40223,0.738,0.828
2896,40158,0.628,0.816
2897,40323,0.469,0.822
2898,40081,0.263,0.824
2899,40036,0.058,0.833
2900,40287,0,0.828
2901,39661,0,0.824
2902,38399,0,0.834
2903,36651,0,0.834
2904,34833,0,0.834
2905,33416,0,0.834
2906,32411,0,0.834
2907,31918,0,0.834
2908,31675,0,0.834
2909,31805,0,0.83
2910,32162,0,0.834
2911,32606,0.02,0.832
2912,34660,0.176,0.834
2913,37008,0.404,0.824
2914,39236,0.596,0.827
2915,41288,0.733,0.817
2916,43340,0.826,0.822
2917,45279,0.833,0.81
2918,47283,0.833,0.794
2919,49174,0.777,0.577
2920,50841,0.656,0.714
2921,51725,0.491,0.367
2922,51647,0.279,0.286
2923,49988,0.07,0.251
2924,48918,0,0.173
2925,47723,0,0.138
2926,44940,0,0.119
2927,41787,0,0.143
2928,39344,0,0.25
2929,37715,0,0.364
2930,36729,0,0.261
2931,36136,0,0.086
2932,36375,0,0.088
2933,37702,0,0.097
2934,40126,0,0.073
2935,41244,0.023,0.119
2936,42677,0.178,0.091
2937,44954,0.406,0.093
2938,47638,0.596,0.132
2939,50620,0.718,0.208
2940,53507,0.792,0.12
2941,56405,0.81,0.125
2942,58612,0.773,0.108
2943,60294,0.713,0.143
2944,61216,0.617,0.209
2945,60634,0.468,0.258
2946,58797,0.269,0.234
2947,55924,0.071,0.333
2948,53783,0,0.124
2949,51306,0,0.082
2950,47875,0,0.132
2951,44279,0,0.155
2952,41253,0,0.113
2953,39283,0,0.119
2954,37901,0,0.05
2955,36950,0,0
2956,36771,0,0
2957,37840,0,0
2958,39912,0,0
2959,40829,0.019,0
2960,41840,0.137,0
2961,42910,0.336,0
2962,44184,0.489,0
2963,45580,0.591,0
2964,46542,0.664,0
2965,47616,0.664,0.013
2966,48777,0.705,0.085
2967,49779,0.702,0.19
2968,50121,0.59,0.5
2969,49659,0.432,0.54
2970,48498,0.218,0.305
2971,46813,0.065,0.587
2972,45957,0,0.453
2973,44675,0,0.251
2974,41592,0,0.672
2975,38194,0,0.343
2976,35610,0,0.19
2977,33860,0,0.261
2978,32728,0,0.107
2979,32060,0,0.005
2980,32036,0,0
2981,33259,0,0.011
2982,35484,0,0.024
2983,36580,0.024,0.015
2984,37474,0.161,0
2985,38506,0.175,0
2986,39699,0.197,0
2987,40898,0.151,0
2988,42204,0.35,0
2989,43750,0.674,0
2990,45376,0.751,0
2991,47029,0.688,0.119
2992,48458,0.438,0.221
2993,49097,0.362,0.147
2994,48418,0.223,0.116
2995,46590,0.068,0.083
2996,45518,0,0.062
2997,44025,0,0.146
2998,41137,0,0.261
2999,37998,0,0.404
3000,35379,0,0.288
3001,33531,0,0.312
3002,32274,0,0.212
3003,31569,0,0.049
3004,31700,0,0.101
3005,33016,0,0.077
3006,35309,0,0.031
3007,36603,0.025,0.046
3008,37992,0.142,0.04
3009,39453,0.245,0.277
3010,41077,0.283,0.261
3011,42689,0.152,0.105
3012,44531,0.104,0.073
3013,46591,0.3,0.218
3014,48734,0.367,0.173
3015,50638,0.702,0.137
3016,52213,0.597,0.361
3017,52589,0.181,0.651
3018,51832,0.152,0.421
3019,49875,0.023,0.407
3020,48320,0,0.381
3021,46444,0,0.465
3022,43224,0,0.101
3023,39583,0,0.245
3024,36623,0,0.4
3025,34696,0,0.517
3026,33295,0,0.323
3027,32549,0,0.107
3028,32705,0,0.207
3029,33834,0,0.235
3030,35955,0,0.051
3031,37390,0.007,0.046
3032,39182,0.159,0.082
3033,41168,0.363,0.121
3034,43289,0.572,0.105
3035,45331,0.709,0.087
3036,47278,0.05,0.675
3037,49588,0.194,0.079
3038,51490,0.804,0.167
3039,53041,0.732,0.778
3040,53987,0.622,0.803
3041,53547,0.462,0.563
3042,52069,0.262,0.537
3043,49723,0.069,0.57
3044,48047,0,0.647
3045,46209,0,0.755
3046,43729,0,0.51
3047,40941,0,0.567
3048,38289,0,0.322
3049,36295,0,0.207
3050,34997,0,0.181
3051,34108,0,0.141
3052,33723,0,0.403
3053,33950,0,0.164
3054,34672,0,0.095
3055,35716,0.023,0.044
3056,38091,0.17,0.058
3057,40690,0.375,0.136
3058,43316,0.552,0.077
3059,45825,0.649,0.211
3060,48128,0.702,0.582
3061,50151,0.79,0.417
3062,51997,0.775,0.184
3063,53350,0.499,0.24
3064,54240,0.609,0.729
3065,54302,0.454,0.819
3066,53508,0.261,0.486
3067,51718,0.07,0.311
3068,50819,0,0.293
3069,49631,0,0.197
3070,47510,0,0.101
3071,45005,0,0.181
3072,42750,0,0.063
3073,40844,0,0.153
3074,39413,0,0.353
3075,38420,0,0.076
3076,37764,0,0.019
3077,37648,0,0.027
3078,37674,0,0.001
3079,38304,0.025,0
3080,40564,0.143,0
3081,43002,0.359,0
3082,45396,0.558,0.05
3083,47355,0.578,0.143
3084,49243,0.736,0.778
3085,50920,0.76,0.631
3086,52216,0.749,0.221
3087,53251,0.694,0.258
3088,53847,0.572,0.399
3089,53930,0.443,0.087
3090,53052,0.208,0.159
3091,51504,0.059,0.024
3092,50653,0,0.667
3093,49470,0,0.488
3094,46853,0,0.286
3095,43628,0,0.231
3096,40702,0,0.365
3097,38738,0,0.31
3098,37431,0,0.569
3099,36775,0,0.194
3100,36868,0,0.083
3101,38038,0,0.011
3102,40074,0,0
3103,41254,0.023,0
3104,42677,0.174,0
3105,44300,0.382,0.002
3106,46132,0.561,0.817
3107,47913,0.689,0.709
3108,49372,0.771,0.424
3109,50474,0.705,0.358
3110,51073,0.79,0.064
3111,51498,0.723,0
3112,51721,0.608,0
3113,51197,0.45,0
3114,50086,0.259,0.412
3115,48470,0.074,0
3116,47953,0,0.04
3117,46339,0,0.017
3118,43487,0,0.015
3119,40427,0,0
3120,37983,0,0.011
3121,36356,0,0
3122,35393,0,0
3123,34972,0,0
3124,35335,0,0
3125,36697,0,0
3126,39102,0,0
3127,40415,0.024,0.033
3128,41649,0.16,0.031
3129,43360,0.366,0
3130,45252,0.575,0.025
3131,46925,0.691,0
3132,48097,0.763,0.046
3133,49026,0.723,0.059
3134,49749,0.711,0
3135,50284,0.63,0.033
3136,50021,0.584,0.062
3137,48815,0.415,0.05
3138,47028,0.264,0.067
3139,45249,0.068,0.123
3140,44458,0,0.116
3141,43029,0,0.256
3142,40460,0,0.204
3143,37843,0,0.187
3144,35526,0,0.152
3145,33913,0,0.128
3146,32421,0,0.061
3147,31852,0,0.013
3148,32054,0,0.04
3149,33404,0,0.043
3150,35927,0,0.05
3151,37182,0.025,0.057
3152,38098,0.157,0.078
3153,38917,0.33,0.071
3154,39554,0.483,0.043
3155,40075,0.514,0.046
3156,40190,0.543,0.05
3157,40214,0.65,0.085
3158,40267,0.692,0.105
3159,40780,0.538,0.183
3160,41280,0.498,0.366
3161,41409,0.462,0.505
3162,41114,0.227,0.687
3163,40737,0.067,0.78
3164,40951,0,0.816
3165,40138,0,0.824
3166,37835,0,0.822
3167,35486,0,0.827
3168,33489,0,0.797
3169,32281,0,0.782
3170,31606,0,0.77
3171,31361,0,0.42
3172,31672,0,0.289
3173,33058,0,0.264
3174,35539,0,0.243
3175,36742,0.021,0.191
3176,37678,0.172,0.184
3177,38557,0.357,0.165
3178,39377,0.564,0.163
3179,40297,0.673,0.167
3180,41221,0.647,0.127
3181,42136,0.767,0.108
3182,42836,0.746,0.186
3183,43327,0.675,0.364
3184,43863,0.454,0.421
3185,44012,0.406,0.732
3186,43645,0.178,0.804
3187,42881,0,0.823
3188,42986,0,0.825
3189,42395,0,0.827
3190,39920,0,0.822
3191,37101,0,0.812
3192,34804,0,0.811
3193,33389,0,0.806
3194,32451,0,0.757
3195,32074,0,0.434
3196,32252,0,0.365
3197,33572,0,0.219
3198,35763,0,0.162
3199,37050,0.026,0.146
3200,38220,0.051,0.162
3201,39717,0.359,0.259
3202,41122,0.531,0.307
3203,42444,0.332,0.268
3204,43917,0.207,0.198
3205,45676,0.166,0.203
3206,47188,0.401,0.258
3207,48520,0.183,0.834
3208,49318,0.125,0.807
3209,49111,0.358,0.76
3210,47943,0.247,0.821
3211,46179,0.084,0.803
3212,45297,0,0.75
3213,44204,0,0.611
3214,42127,0,0.361
3215,39342,0,0.568
3216,36831,0,0.668
3217,35083,0,0.705
3218,33694,0,0.574
3219,32902,0,0.279
3220,32510,0,0.263
3221,32732,0,0.37
3222,33379,0,0.121
3223,34485,0.032,0.014
3224,36726,0.175,0.055
3225,39239,0.373,0.034
3226,41407,0.545,0.044
3227,43179,0.67,0.073
3228,44491,0.564,0.037
3229,45586,0.628,0.825
3230,46308,0.564,0.798
3231,46476,0.45,0
3232,46238,0.399,0.12
3233,45790,0.411,0
3234,45136,0.169,0.016
3235,44190,0.083,0
3236,43964,0,0.184
3237,43254,0,0.213
3238,41463,0,0
3239,39234,0,0.035
3240,37061,0,0.243
3241,35449,0,0.052
3242,34155,0,0.061
3243,33421,0,0.001
3244,33093,0,0
3245,33017,0,0
3246,33350,0,0
3247,33926,0.031,0
3248,35817,0.175,0
3249,38007,0.375,0
3250,39840,0.549,0.037
3251,41112,0.676,0.284
3252,41900,0.756,0.399
3253,42443,0.784,0.177
3254,42838,0.766,0.209
3255,43393,0.705,0.128
3256,44137,0.602,0.683
3257,44862,0.453,0.558
3258,45092,0.152,0.669
3259,44629,0.079,0.786
3260,44552,0,0.667
3261,44222,0,0.524
3262,42070,0,0.696
3263,39334,0,0.241
3264,36962,0,0.126
3265,35467,0,0.022
3266,34604,0,0
3267,34204,0,0
3268,34594,0,0
3269,36036,0,0
3270,38344,0,0
3271,39938,0.03,0
3272,41615,0.178,0
3273,43235,0.306,0
3274,44920,0.148,0
3275,46737,0.549,0.01
3276,48516,0.399,0.179
3277,50250,0.605,0.255
3278,51292,0.545,0.104
3279,51310,0.592,0.025
3280,50609,0.443,0
3281,50350,0.401,0.19
3282,49763,0.053,0.826
3283,48071,0,0.491
3284,47200,0,0.719
3285,45976,0,0.829
3286,43187,0,0.189
3287,39830,0,0.359
3288,37190,0,0.699
3289,35338,0,0.219
3290,33889,0,0.224
3291,33044,0,0.161
3292,33141,0,0.295
3293,34203,0,0.188
3294,36481,0,0.087
3295,37798,0.028,0.04
3296,39210,0.179,0.006
3297,40916,0.377,0.035
3298,42864,0.541,0.424
3299,44474,0.653,0.492
3300,45517,0.727,0.821
3301,46458,0.762,0.823
3302,46945,0.746,0.727
3303,46906,0.689,0.568
3304,46803,0.585,0.791
3305,46633,0.443,0.821
3306,46034,0.259,0.762
3307,45175,0.078,0.804
3308,45069,0,0.831
3309,44023,0,0.834
3310,40884,0,0.834
3311,37667,0,0.834
3312,35319,0,0.793
3313,33717,0,0.781
3314,32766,0,0.764
3315,32274,0,0.364
3316,32445,0,0.211
3317,33611,0,0.303
3318,35830,0,0.421
3319,37310,0.024,0.442
3320,38592,0.179,0.766
3321,39754,0.38,0.694
3322,40725,0.546,0.685
3323,41507,0.661,0.807
3324,42325,0.733,0.787
3325,43271,0.755,0.477
3326,43957,0.738,0.129
3327,44479,0.68,0.226
3328,44928,0.581,0.03
3329,44793,0.442,0.015
3330,44060,0.259,0
3331,43223,0.073,0
3332,43056,0,0.005
3333,42311,0,0
3334,39992,0,0
3335,37181,0,0.061
3336,34832,0,0.28
3337,33286,0,0.463
