,load_MW,solar_cf,wind_cf
4401,46323,0.241,0.014
4402,49024,0.474,0.337
4403,51343,0.498,0.245
4404,53164,0.672,0.514
4405,54173,0.711,0.652
4406,54533,0.706,0.343
4407,54602,0.659,0.234
4408,54613,0.572,0.019
4409,54176,0.179,0.147
4410,53046,0.274,0.476
4411,51680,0.1,0.523
4412,50581,0.014,0.64
4413,49586,0,0.631
4414,47815,0,0.763
4415,45583,0,0.376
4416,43279,0,0.451
4417,41293,0,0.411
4418,39836,0,0.802
4419,38872,0,0.465
4420,38330,0,0.022
4421,38181,0,0.271
4422,38170,0,0.767
4423,38453,0.026,0.767
4424,40303,0.148,0.664
4425,42964,0.332,0.511
4426,46014,0.495,0.347
4427,49398,0.611,0.386
4428,52597,0.69,0.29
4429,54995,0.725,0.444
4430,56506,0.716,0.352
4431,57560,0.455,0.306
4432,57951,0.187,0.396
4433,57255,0.437,0.384
4434,55417,0.269,0.425
4435,53186,0.104,0.314
4436,51292,0.016,0.368
4437,49700,0,0.351
4438,48019,0,0.218
4439,46065,0,0.324
4440,43561,0,0.427
4441,41495,0,0.568
4442,40161,0,0.671
4443,39339,0,0.5
4444,39148,0,0.405
4445,39530,0,0.427
4446,39815,0,0.504
4447,40421,0.025,0.496
4448,42646,0.15,0.513
4449,45790,0.338,0.409
4450,49517,0.501,0.465
4451,52818,0.617,0.377
4452,54905,0.697,0.39
4453,56111,0.735,0.648
4454,57417,0.729,0.469
4455,58706,0.678,0.658
4456,59362,0.586,0.765
4457,58760,0.421,0.73
4458,56911,0.282,0.718
4459,54779,0.097,0.686
4460,53241,0.012,0.713
4461,51910,0,0.621
4462,49230,0,0.563
4463,46102,0,0.692
4464,43270,0,0.63
4465,41303,0,0.638
4466,39967,0,0.762
4467,39246,0,0.66
4468,39155,0,0.533
4469,40200,0,0.522
4470,41617,0,0.524
4471,42945,0.023,0.576
4472,44825,0.148,0.377
4473,47059,0.335,0.504
4474,49692,0.496,0.499
4475,52619,0.612,0.533
4476,55568,0.69,0.5
4477,57998,0.723,0.71
4478,59946,0.714,0.528
4479,61140,0.664,0.309
4480,61676,0.577,0.387
4481,61313,0.446,0.672
4482,59843,0.278,0.754
4483,57437,0.102,0.773
4484,55262,0.013,0.765
4485,53781,0,0.737
4486,50700,0,0.601
4487,47177,0,0.52
4488,44085,0,0.476
4489,41860,0,0.122
4490,40353,0,0.097
4491,39453,0,0.126
4492,39384,0,0.124
4493,40194,0,0.171
4494,41458,0,0.216
4495,42654,0.023,0.16
4496,44403,0.146,0.192
4497,46854,0.328,0.21
4498,49755,0.479,0.224
4499,52530,0.586,0.197
4500,55119,0.232,0.167
4501,57829,0.245,0.384
4502,59830,0.149,0.359
4503,61474,0.388,0.251
4504,62276,0.564,0.432
4505,62504,0.434,0.527
4506,61491,0.271,0.545
4507,59348,0.095,0.505
4508,56889,0.015,0.456
4509,55250,0,0.422
4510,52168,0,0.443
4511,48668,0,0.438
4512,45511,0,0.497
4513,43098,0,0.714
4514,41360,0,0.359
4515,40324,0,0.177
4516,40098,0,0.074
4517,40961,0,0.074
4518,42305,0,0.043
4519,43647,0.023,0.051
4520,45831,0.144,0.033
4521,48587,0.317,0.046
4522,51699,0.469,0.027
4523,54683,0.588,0.048
4524,57567,0.661,0.209
4525,60025,0.698,0.219
4526,61735,0.691,0.241
4527,62519,0.643,0.117
4528,62765,0.335,0.359
4529,62034,0.207,0.452
4530,60525,0.165,0.643
4531,58727,0.071,0.404
4532,56860,0.011,0.687
4533,55222,0,0.643
4534,52314,0,0.702
4535,48945,0,0.64
4536,45981,0,0.584
4537,43706,0,0.52
4538,42058,0,0.593
4539,41188,0,0.328
4540,41122,0,0.233
4541,41910,0,0.186
4542,42919,0,0.101
4543,43573,0.02,0.079
4544,44981,0.077,0.083
4545,46746,0.106,0.1
4546,48510,0.113,0.085
4547,50176,0.322,0.108
4548,51919,0.323,0.1
4549,53285,0.434,0.072
4550,53228,0.421,0.111
4551,53171,0.496,0.153
4552,53706,0.552,0.347
4553,53990,0.419,0.397
4554,53597,0.264,0.573
4555,52466,0.094,0.61
4556,51468,0.015,0.695
4557,50893,0,0.697
4558,49065,0,0.703
4559,46656,0,0.602
4560,44392,0,0.635
4561,42524,0,0.676
4562,41288,0,0.399
4563,40493,0,0.308
4564,40146,0,0.181
4565,40319,0,0.066
4566,40702,0,0.067
4567,41427,0.031,0.025
4568,43703,0.067,0.035
4569,46763,0.1,0.027
4570,49988,0.154,0.083
4571,53099,0.588,0.104
4572,56201,0.449,0.081
4573,58599,0.712,0.1
4574,60474,0.706,0.131
4575,61989,0.317,0.224
4576,62615,0.302,0.315
4577,62621,0.2,0.318
4578,61751,0.241,0.43
4579,60162,0.069,0.567
4580,58012,0.01,0.56
4581,56365,0,0.416
4582,53771,0,0.428
4583,50847,0,0.52
4584,48195,0,0.516
4585,45899,0,0.464
4586,43981,0,0.333
4587,42338,0,0.11
4588,40771,0,0.103
4589,40120,0,0.051
4590,39673,0,0.025
4591,39728,0.02,0.015
4592,41354,0.091,0.057
4593,44043,0.327,0.05
4594,47148,0.491,0.063
4595,50720,0.421,0.052
4596,54137,0.388,0.058
4597,57126,0.637,0.147
4598,59588,0.714,0.105
4599,61283,0.666,0.121
4600,62555,0.578,0.366
4601,63153,0.446,0.485
4602,62383,0.279,0.594
4603,60315,0.105,0.723
4604,58078,0.014,0.711
4605,56313,0,0.617
4606,53130,0,0.546
4607,49355,0,0.383
4608,46143,0,0.368
4609,43825,0,0.527
4610,42355,0,0.292
4611,41449,0,0.126
4612,41404,0,0.052
4613,42238,0,0.064
4614,43555,0,0.042
4615,44744,0.023,0.03
4616,47033,0.145,0.042
4617,49923,0.327,0.064
4618,53269,0.49,0.109
4619,56538,0.609,0.076
4620,59315,0.684,0.082
4621,61278,0.723,0.138
4622,62248,0.715,0.176
4623,61550,0.668,0.319
4624,60209,0.58,0.491
4625,59062,0.454,0.663
4626,57760,0.284,0.623
4627,56042,0.102,0.542
4628,54310,0.011,0.401
4629,52951,0,0.488
4630,49852,0,0.432
4631,46313,0,0.479
4632,43312,0,0.366
4633,41135,0,0.432
4634,39680,0,0.32
4635,38809,0,0.09
4636,38713,0,0.067
4637,39681,0,0.057
4638,41167,0,0.029
4639,42540,0.021,0.037
4640,45203,0.144,0.064
4641,48874,0.325,0.059
4642,52926,0.483,0.068
4643,56862,0.596,0.044
4644,60221,0.674,0.105
4645,63213,0.709,0.054
4646,64652,0.708,0.067
4647,63946,0.66,0.079
4648,63186,0.577,0.355
4649,62045,0.449,0.44
4650,60185,0.281,0.37
4651,57919,0.102,0.421
4652,55866,0.011,0.352
4653,54313,0,0.35
4654,51313,0,0.333
4655,47593,0,0.364
4656,44225,0,0.243
4657,41857,0,0.268
4658,40067,0,0.267
4659,39060,0,0.027
4660,38801,0,0.045
4661,39643,0,0.02
4662,41007,0,0
4663,42451,0.023,0
4664,45188,0.134,0
4665,48805,0.321,0.004
4666,52483,0.423,0.834
4667,55866,0.562,0.829
4668,58874,0.532,0.834
4669,61379,0.612,0.834
4670,62790,0.665,0.78
4671,63634,0.658,0.778
4672,63959,0.576,0.373
4673,63256,0.231,0.149
4674,61487,0.279,0.271
4675,59236,0.102,0.467
4676,57076,0.011,0.342
4677,55141,0,0.239
4678,51902,0,0.162
4679,48422,0,0.011
4680,45332,0,0.028
4681,43094,0,0.016
4682,41569,0,0.066
4683,40721,0,0.154
4684,40625,0,0.126
4685,41537,0,0.22
4686,43077,0,0.213
4687,44305,0.018,0.044
4688,46856,0.143,0.08
4689,50173,0.331,0.226
4690,53567,0.493,0.158
4691,56873,0.61,0.23
4692,59938,0.687,0.106
4693,62687,0.642,0.037
4694,64428,0.71,0.094
4695,65279,0.662,0.126
4696,65837,0.45,0.066
4697,65410,0.131,0.054
4698,64039,0.242,0.024
4699,61931,0.096,0.019
4700,59736,0.01,0.027
4701,58220,0,0.023
4702,55087,0,0
4703,51675,0,0
4704,48467,0,0
4705,46117,0,0
4706,44299,0,0
4707,43117,0,0
4708,42753,0,0
4709,43370,0,0.009
4710,44494,0,0.05
4711,45573,0.021,0.04
4712,47977,0.053,0.075
4713,51419,0.256,0.36
4714,55031,0.481,0.254
4715,57998,0.607,0.295
4716,60388,0.398,0.249
4717,62414,0.414,0.168
4718,64021,0.507,0.179
4719,65260,0.236,0.136
4720,65865,0.256,0.069
4721,65380,0.079,0.105
4722,63988,0.046,0.058
4723,61951,0.046,0.076
4724,59792,0.003,0.018
4725,58179,0,0.125
4726,55280,0,0.098
4727,52125,0,0.202
4728,49148,0,0.112
4729,46740,0,0.046
4730,44971,0,0.02
4731,43607,0,0.1
4732,42691,0,0.073
4733,42359,0,0.056
4734,42332,0,0.19
4735,42792,0,0.3
4736,45599,0.009,0.337
4737,49588,0.25,0.022
4738,53432,0.477,0.021
4739,57046,0.596,0.05
4740,59987,0.676,0.154
4741,62404,0.718,0.053
4742,64196,0.709,0.059
4743,65535,0.659,0.074
4744,66356,0.568,0.215
4745,66381,0.437,0.087
4746,65057,0.271,0.041
4747,62623,0.102,0.057
4748,60040,0.013,0.014
4749,57992,0,0.004
4750,54888,0,0.016
4751,51796,0,0
4752,48831,0,0.025
4753,46324,0,0.03
4754,44418,0,0.042
4755,43044,0,0.02
4756,42105,0,0.038
4757,41518,0,0.069
4758,41127,0,0.035
4759,41461,0.021,0.235
4760,44097,0.139,0.112
4761,47585,0.324,0.144
4762,51395,0.488,0.094
4763,55233,0.608,0.011
4764,58976,0.688,0.059
4765,61993,0.726,0.212
4766,64044,0.72,0.202
4767,65256,0.672,0.151
4768,65591,0.583,0.187
4769,65190,0.452,0.326
4770,64262,0.28,0.294
4771,62748,0.1,0.366
4772,60685,0.01,0.274
4773,58831,0,0.393
4774,55558,0,0.401
4775,51850,0,0.364
4776,48501,0,0.294
4777,45995,0,0.281
4778,44273,0,0.107
4779,43315,0,0.083
4780,43180,0,0.089
4781,44116,0,0.125
4782,45285,0,0.104
4783,46326,0.021,0.125
4784,48666,0.137,0.151
4785,51583,0.323,0.127
4786,54435,0.49,0.12
4787,57140,0.608,0.044
4788,59693,0.689,0.138
4789,62014,0.726,0.136
4790,64076,0.72,0.117
4791,64972,0.673,0.049
4792,64322,0.588,0.111
4793,62847,0.46,0.337
4794,60808,0.287,0.575
4795,58600,0.099,0.569
4796,56386,0.007,0.538
4797,54546,0,0.609
4798,51457,0,0.597
4799,47860,0,0.61
4800,44878,0,0.621
4801,42749,0,0.606
4802,41308,0,0.288
4803,40377,0,0.146
4804,40255,0,0.158
4805,41159,0,0.091
4806,42653,0,0.043
4807,43655,0.016,0.059
4808,45568,0.137,0.067
4809,48085,0.33,0.072
4810,51258,0.492,0.115
4811,54747,0.605,0.083
4812,57536,0.683,0.178
4813,60168,0.718,0.226
4814,62073,0.712,0.166
4815,63700,0.665,0.205
4816,64572,0.577,0.328
4817,64369,0.451,0.504
4818,62972,0.281,0.458
4819,60333,0.097,0.247
4820,57820,0.007,0.387
4821,55676,0,0.338
4822,52140,0,0.448
4823,48444,0,0.491
4824,45184,0,0.505
4825,42711,0,0.382
4826,41112,0,0.315
4827,40162,0,0.122
4828,40007,0,0.149
4829,40793,0,0.163
4830,42153,0,0.103
4831,43215,0.017,0.104
4832,45636,0.134,0.116
4833,49088,0.314,0.115
4834,53130,0.473,0.064
4835,56552,0.59,0.071
4836,59029,0.671,0.165
4837,60914,0.594,0.139
4838,61744,0.296,0.179
4839,61799,0.166,0.208
4840,62359,0.179,0.504
4841,62454,0.382,0.616
4842,61239,0.255,0.516
4843,58810,0.036,0.455
4844,56658,0.001,0.493
4845,54672,0,0.569
4846,51288,0,0.463
4847,47597,0,0.551
4848,44359,0,0.485
4849,42049,0,0.477
4850,40351,0,0.258
4851,39408,0,0.276
4852,39213,0,0.156
4853,40141,0,0.18
4854,41605,0,0.048
4855,42820,0.018,0.072
4856,45309,0.133,0.119
4857,48709,0.312,0.111
4858,52851,0.472,0.149
4859,56815,0.587,0.138
4860,60220,0.665,0.117
4861,63049,0.701,0.207
4862,65050,0.463,0.207
4863,65894,0.44,0.143
4864,66226,0.514,0.333
4865,65212,0.404,0.562
4866,63267,0.179,0.579
4867,60881,0.093,0.703
4868,58841,0.007,0.748
4869,57175,0,0.691
4870,54119,0,0.766
4871,50550,0,0.709
4872,47571,0,0.571
4873,45199,0,0.604
4874,43624,0,0.569
4875,42749,0,0.163
4876,42409,0,0.072
4877,43192,0,0.065
4878,44379,0,0.045
4879,45635,0.018,0.044
4880,48398,0.133,0.069
4881,52315,0.315,0.078
4882,56271,0.473,0.118
4883,59706,0.591,0.08
4884,62722,0.666,0.123
4885,65429,0.703,0.119
4886,67441,0.708,0.156
4887,68670,0.662,0.23
4888,69275,0.573,0.166
4889,69105,0.442,0.371
4890,67772,0.272,0.484
4891,65261,0.099,0.545
4892,62435,0.008,0.547
4893,60323,0,0.618
4894,57170,0,0.539
4895,53823,0,0.34
4896,50521,0,0.378
4897,47978,0,0.253
4898,46079,0,0.2
4899,44670,0,0.023
4900,43750,0,0
4901,43435,0,0
4902,43296,0,0
4903,43756,0,0.036
4904,46562,0.053,0.083
4905,50628,0.311,0.118
4906,54810,0.476,0.167
4907,58788,0.6,0.202
4908,62284,0.684,0.207
4909,65071,0.729,0.203
4910,67295,0.723,0.141
4911,68735,0.669,0.193
4912,69696,0.58,0.247
4913,69757,0.447,0.194
4914,68747,0.274,0
4915,66347,0.096,0
4916,63314,0.007,0
4917,60708,0,0.024
4918,57213,0,0
4919,53829,0,0
4920,50383,0,0
4921,47464,0,0
4922,45317,0,0
4923,43602,0,0
4924,42328,0,0
4925,41501,0,0
4926,40868,0,0.043
4927,41025,0.017,0.069
4928,43932,0.132,0.142
4929,48144,0.315,0.229
4930,52487,0.478,0.223
4931,56895,0.6,0.301
4932,61059,0.673,0.354
4933,64580,0.713,0.367
4934,67250,0.709,0.265
4935,69085,0.657,0.347
4936,70213,0.431,0.521
4937,70642,0.436,0.59
4938,69756,0.248,0.614
4939,67391,0.093,0.412
4940,64515,0.006,0.396
4941,62071,0,0.527
4942,58206,0,0.288
4943,54078,0,0.066
4944,50348,0,0.184
4945,47482,0,0.018
4946,45425,0,0
4947,44070,0,0
4948,43585,0,0
4949,44145,0,0.031
4950,45231,0,0.033
4951,46216,0,0.043
4952,48986,0.047,0.044
4953,52676,0.075,0.066
4954,56913,0.131,0.065
4955,61394,0.456,0.161
4956,65737,0.661,0.142
4957,69377,0.709,0
4958,71364,0.702,0.274
4959,72623,0.656,0.319
4960,73098,0.57,0.425
4961,73015,0.372,0.389
4962,72220,0.218,0.347
4963,70045,0.086,0.5
4964,67059,0.005,0.378
4965,64340,0,0.299
4966,60069,0,0.473
4967,55623,0,0.572
4968,51943,0,0.367
4969,49048,0,0.363
4970,46878,0,0.085
4971,45459,0,0.007
4972,44916,0,0
4973,45449,0,0.003
4974,46471,0,0
4975,47336,0.02,0.014
4976,49871,0.129,0.057
4977,53481,0.304,0.068
4978,57822,0.462,0.079
4979,62089,0.587,0.109
4980,66078,0.669,0.165
4981,69428,0.715,0.143
4982,71324,0.713,0.216
4983,72326,0.667,0.206
4984,72374,0.579,0.462
4985,72012,0.446,0.627
4986,70643,0.272,0.72
4987,67916,0.094,0.749
4988,65094,0.004,0.715
4989,62414,0,0.685
4990,58182,0,0.751
4991,53965,0,0.62
4992,50338,0,0.739
4993,47529,0,0.642
4994,45518,0,0.526
4995,44054,0,0.121
4996,43614,0,0.132
4997,44272,0,0.139
4998,45467,0,0.11
4999,46420,0.019,0.084
5000,49044,0.13,0.153
5001,52808,0.312,0.153
5002,57222,0.477,0.138
5003,61817,0.597,0.186
5004,65655,0.678,0.063
5005,68727,0.721,0.207
5006,70821,0.715,0.312
5007,71909,0.668,0.527
5008,72036,0.582,0.517
5009,70979,0.454,0.596
5010,68794,0.28,0.57
5011,66237,0.093,0.688
5012,63862,0.002,0.665
5013,61468,0,0.709
5014,57768,0,0.586
5015,53738,0,0.621
5016,50240,0,0.579
5017,47529,0,0.616
5018,45635,0,0.336
5019,44350,0,0.272
5020,43893,0,0.308
5021,44540,0,0.198
5022,45761,0,0.142
5023,46769,0.015,0.095
5024,49645,0.131,0.094
5025,53700,0.324,0.079
5026,58305,0.493,0.101
5027,62790,0.613,0.114
5028,66441,0.694,0.178
5029,69505,0.732,0.196
5030,71368,0.724,0.199
5031,72281,0.675,0.455
5032,72283,0.586,0.563
5033,71336,0.455,0.655
5034,69131,0.28,0.773
5035,66787,0.092,0.816
5036,64420,0.001,0.755
5037,62109,0,0.783
5038,58433,0,0.73
5039,54420,0,0.717
5040,50884,0,0.698
5041,48207,0,0.768
5042,46210,0,0.774
5043,44820,0,0.422
5044,44291,0,0.17
5045,44781,0,0.076
5046,45826,0,0.005
5047,46651,0.015,0
5048,49634,0.132,0
5049,53843,0.323,0
5050,58531,0.49,0
5051,62994,0.611,0
5052,66553,0.69,0
5053,69454,0.729,0
5054,71351,0.721,0.002
5055,72234,0.675,0.024
5056,72055,0.585,0.04
5057,70753,0.456,0.039
5058,68774,0.28,0.159
5059,66571,0.094,0.068
5060,64118,0,0.072
5061,61814,0,0.024
5062,58382,0,0
5063,54897,0,0
5064,51555,0,0.028
5065,48802,0,0.003
5066,46783,0,0
5067,45245,0,0
5068,44271,0,0
5069,43857,0,0
5070,43830,0,0
5071,44180,0.014,0
5072,47558,0.13,0
5073,52212,0.319,0.006
5074,57017,0.478,0.03
5075,61274,0.592,0.052
5076,64790,0.673,0.086
5077,67473,0.717,0.161
5078,69368,0.711,0.22
5079,70332,0.665,0.285
5080,70696,0.579,0.378
5081,70516,0.451,0.36
5082,69456,0.277,0.432
5083,67325,0.005,0.364
5084,64883,0,0.314
5085,62499,0,0.176
5086,59096,0,0.129
5087,55660,0,0.182
5088,52438,0,0.288
5089,49666,0,0.114
5090,47368,0,0.012
5091,45556,0,0
5092,44316,0,0
5093,43644,0,0
5094,43199,0,0
5095,43245,0.016,0
5096,46231,0.056,0
5097,50584,0.245,0.014
5098,55027,0.451,0.049
5099,59316,0.612,0.086
5100,62784,0.698,0.127
5101,65479,0.739,0.092
5102,67013,0.733,0.208
5103,67147,0.684,0.423
5104,65937,0.591,0.398
5105,64092,0.458,0.442
5106,62229,0.279,0.474
5107,59870,0.09,0.565
5108,58273,0,0.584
5109,56558,0,0.68
5110,53591,0,0.488
5111,50433,0,0.458
5112,47404,0,0.279
5113,45210,0,0.525
5114,43762,0,0.59
5115,42980,0,0.418
5116,42827,0,0.482
5117,43716,0,0.499
5118,45082,0,0.589
5119,45962,0.01,0.386
5120,47879,0.079,0.272
5121,50174,0.267,0.226
5122,52746,0.402,0.229
5123,54937,0.563,0.152
5124,56911,0.637,0.124
5125,59061,0.66,0.255
5126,60957,0.713,0.124
5127,62228,0.663,0.456
5128,62931,0.572,0.428
5129,62568,0.442,0.611
5130,61055,0.269,0.694
5131,58821,0.089,0.773
5132,57206,0,0.769
5133,55507,0,0.821
5134,52229,0,0.829
5135,48601,0,0.823
5136,45588,0,0.821
5137,43362,0,0.803
5138,41795,0,0.59
5139,40931,0,0.501
5140,40850,0,0.345
5141,41897,0,0.212
5142,43541,0,0.219
5143,44493,0.013,0.159
5144,46044,0.126,0.055
5145,48661,0.267,0.054
5146,51912,0.42,0.094
5147,55329,0.275,0.135
5148,58687,0.363,0.126
5149,61762,0.308,0.218
5150,64041,0.568,0.217
5151,65295,0.46,0.54
5152,65893,0.172,0.641
5153,65637,0.42,0.686
5154,63974,0.11,0.649
5155,61497,0.051,0.727
5156,59280,0,0.548
5157,56971,0,0.771
5158,53282,0,0.748
5159,49518,0,0.595
5160,46306,0,0.744
5161,43900,0,0.611
5162,42273,0,0.501
5163,41242,0,0.258
5164,41105,0,0.115
5165,42073,0,0.111
5166,43595,0,0.128
5167,44439,0.011,0.067
5168,46338,0.001,0.059
5169,49439,0.209,0.039
5170,53086,0.328,0.054
5171,56670,0.41,0.049
5172,59793,0.681,0.12
5173,62131,0.718,0.158
5174,63955,0.716,0.239
5175,65339,0.283,0.362
5176,65836,0.475,0.314
5177,65270,0.276,0.485
5178,63772,0.223,0.602
5179,61233,0.09,0.674
5180,59328,0,0.744
5181,57313,0,0.817
5182,53976,0,0.771
5183,50299,0,0.756
5184,47137,0,0.711
5185,44792,0,0.662
5186,43105,0,0.719
5187,42001,0,0.494
5188,41729,0,0.304
5189,42552,0,0.257
5190,44083,0,0.178
5191,44939,0,0.076
5192,46780,0.032,0.088
5193,49471,0.067,0.087
5194,52560,0.136,0.094
5195,55575,0.214,0.068
5196,57797,0.21,0.101
5197,59512,0.202,0.143
5198,60568,0.231,0.121
5199,61685,0.525,0.318
5200,62223,0.441,0.403
5201,62065,0.087,0.719
5202,60686,0.22,0.706
5203,58482,0.059,0.814
5204,56831,0,0.812
5205,54951,0,0.804
5206,51812,0,0.521
5207,48366,0,0.56
5208,45252,0,0.665
5209,42998,0,0.658
5210,41503,0,0.682
5211,40671,0,0.441
5212,40565,0,0.257
5213,41549,0,0.155
5214,43122,0,0.103
5215,44140,0.008,0.097
5216,46591,0.131,0.103
5217,50070,0.336,0.096
5218,53992,0.512,0.099
5219,57668,0.634,0.128
5220,61368,0.715,0.109
5221,64398,0.75,0.092
5222,66197,0.743,0.129
5223,66598,0.693,0.448
5224,66350,0.6,0.543
5225,65522,0.465,0.569
5226,63540,0.283,0.585
5227,60975,0.087,0.684
5228,58855,0,0.468
5229,57009,0,0.701
5230,54043,0,0.646
5231,50895,0,0.773
5232,47887,0,0.755
5233,45605,0,0.445
5234,43791,0,0.053
5235,42604,0,0
5236,41864,0,0
5237,41846,0,0
5238,42187,0,0
5239,42700,0.008,0.02
5240,45657,0.105,0.04
5241,49978,0.332,0.05
5242,54312,0.504,0.081
5243,58445,0.625,0.214
5244,61977,0.706,0.389
5245,64613,0.742,0
5246,66052,0.733,0.096
5247,67056,0.683,0.044
5248,67856,0.59,0.049
5249,67917,0.456,0
5250,66749,0.277,0.097
5251,64180,0.082,0
5252,61658,0,0
5253,59501,0,0.315
5254,56621,0,0.257
5255,53502,0,0.24
5256,50634,0,0.15
5257,48249,0,0.213
5258,46504,0,0.201
5259,45208,0,0.082
5260,44272,0,0.12
5261,43741,0,0.156
5262,43375,0,0.168
5263,43393,0.007,0.157
5264,46312,0.129,0.182
5265,50683,0.331,0.182
5266,54992,0.505,0.241
5267,58929,0.629,0.283
5268,62180,0.711,0.334
5269,64840,0.747,0.159
5270,66951,0.737,0.36
5271,68164,0.683,0.681
5272,69021,0.586,0.747
5273,69044,0.451,0.464
5274,68121,0.271,0.038
5275,65840,0.082,0.294
5276,63697,0,0.341
5277,61671,0,0.269
5278,58178,0,0.227
5279,54630,0,0.14
5280,51529,0,0.188
5281,49198,0,0.255
5282,47629,0,0.239
5283,46654,0,0.142
5284,46447,0,0.079
5285,47252,0,0.052
5286,48713,0,0
5287,49570,0.008,0
5288,52105,0.125,0
5289,55904,0.323,0
5290,59910,0.496,0
5291,63728,0.619,0
5292,67129,0.7,0
5293,70121,0.736,0
5294,72084,0.727,0.09
5295,72751,0.673,0.188
5296,72797,0.582,0.18
5297,72323,0.45,0.275
5298,71062,0.27,0.111
5299,68629,0.08,0.003
5300,66249,0,0.035
5301,63813,0,0.344
5302,59911,0,0.039
5303,55919,0,0.394
5304,52519,0,0.257
5305,49841,0,0.189
5306,47993,0,0.131
5307,46909,0,0.031
5308,46602,0,0
5309,47309,0,0
5310,48702,0,0
5311,49336,0.009,0
5312,51929,0.106,0
5313,55517,0.327,0
5314,59406,0.498,0
5315,63195,0.62,0.352
5316,66633,0.698,0.007
5317,69791,0.735,0.031
5318,72033,0.727,0.016
5319,72533,0.677,0.121
5320,72561,0.585,0.115
5321,71984,0.451,0.075
5322,70622,0.27,0.106
5323,67952,0.077,0.294
5324,65376,0,0.06
5325,62858,0,0.013
5326,59039,0,0.118
5327,54941,0,0.076
5328,51494,0,0
5329,48993,0,0
5330,47084,0,0
5331,45787,0,0
5332,45179,0,0
5333,45889,0,0.015
5334,47410,0,0.014
5335,48069,0.009,0.032
5336,50598,0.081,0.06
5337,54365,0.198,0.025
5338,58345,0.092,0.041
5339,62411,0.412,0.787
5340,66078,0.261,0.233
5341,69099,0.18,0.117
5342,71014,0.663,0
5343,71159,0.655,0
5344,71001,0.562,0.301
5345,70571,0.362,0.275
5346,69593,0.166,0.365
5347,67276,0.064,0.243
5348,65081,0,0.507
5349,62793,0,0.433
5350,58980,0,0.245
5351,55041,0,0.323
5352,51631,0,0.335
5353,49118,0,0.475
5354,47204,0,0.3
5355,46011,0,0.196
5356,45625,0,0.108
5357,46360,0,0.076
5358,47877,0,0.021
5359,48470,0,0.018
5360,50964,0.022,0.038
5361,54725,0.081,0.02
5362,58794,0.275,0.08
5363,62828,0.516,0.06
5364,66335,0.473,0.088
5365,69471,0.176,0.066
5366,71559,0.456,0.023
5367,72532,0.55,0.055
5368,72234,0.557,0.226
5369,71303,0.425,0.201
5370,69650,0.252,0.134
5371,67051,0.072,0.185
5372,64801,0,0.094
5373,62260,0,0.205
5374,58289,0,0.523
5375,54233,0,0.401
5376,50672,0,0.554
5377,48051,0,0.318
5378,46134,0,0.154
5379,44959,0,0.073
5380,44551,0,0.042
5381,45231,0,0.007
5382,46664,0,0
5383,47507,0.007,0
5384,49971,0.093,0
5385,53477,0.236,0.007
5386,57428,0.307,0.01
5387,61202,0.182,0.074
5388,64368,0.478,0.48
5389,67076,0.329,0.272
5390,68665,0.38,0.183
5391,69248,0.243,0.106
5392,69431,0.293,0.151
5393,68920,0.283,0.252
5394,67301,0.159,0.29
5395,64804,0.068,0.318
5396,62552,0,0.273
5397,60094,0,0.05
5398,56660,0,0.171
5399,52956,0,0.099
5400,49604,0,0.01
5401,46957,0,0.031
5402,45026,0,0.024
5403,43689,0,0.015
5404,42874,0,0
5405,42689,0,0.017
5406,42994,0,0.019
5407,43419,0.005,0
5408,46254,0.123,0
5409,50418,0.317,0
5410,54693,0.492,0.063
5411,58378,0.615,0.02
5412,59909,0.694,0.064
5413,60151,0.733,0.06
5414,60525,0.648,0.116
5415,60921,0.676,0.155
5416,61244,0.581,0
5417,61175,0.446,0.135
5418,60287,0.262,0.473
5419,58329,0.076,0
5420,56754,0,0.02
5421,54758,0,0
5422,51908,0,0
5423,48927,0,0
5424,46215,0,0
5425,43999,0,0
5426,42336,0,0
5427,41104,0,0
5428,40353,0,0
5429,40131,0,0
5430,40165,0,0
5431,40331,0.004,0
5432,42553,0.123,0
5433,45978,0.316,0
5434,49819,0.482,0
5435,53470,0.592,0
5436,56566,0.658,0
5437,58562,0.696,0
5438,60040,0.694,0.312
5439,60997,0.652,0.202
5440,60898,0.568,0.301
5441,59663,0.438,0
5442,58066,0.258,0.057
5443,56240,0.074,0
5444,55173,0,0.019
5445,53507,0,0.071
5446,50298,0,0.021
5447,46727,0,0
5448,43778,0,0.024
5449,41732,0,0.208
5450,40416,0,0.246
5451,39664,0,0.084
5452,39763,0,0.152
5453,40989,0,0.037
5454,43190,0,0.024
5455,44153,0.003,0
5456,46392,0.123,0
5457,50104,0.321,0
5458,54290,0.495,0
5459,58475,0.618,0.01
5460,62097,0.699,0.094
5461,65309,0.735,0.243
5462,67253,0.728,0.834
5463,68090,0.677,0
5464,67329,0.58,0.02
5465,65420,0.442,0
5466,63403,0.259,0.399
5467,60999,0.072,0
5468,59507,0,0.154
5469,57296,0,0.248
5470,53622,0,0.373
5471,49768,0,0.285
5472,46580,0,0.318
5473,44323,0,0.319
5474,42887,0,0.242
5475,42106,0,0.05
5476,42057,0,0.065
5477,43143,0,0.113
5478,45069,0,0.132
5479,45846,0.002,0.134
5480,48213,0.123,0.072
5481,51584,0.323,0.089
5482,55100,0.498,0.11
5483,58574,0.624,0.128
